bagg 闭关
cyzb 产业资本
cyzc 裁纸
cyzcu 产业政策
cyzd 从严治党
cyze 朝中
cyzeu 才中
cyzg 朝着
cyzl 才智
cyzlo 裁制
cyzp 朝左
cyzs 刺字
cyzsi 常用字
cyzx 恻隐之心
cyzy 朝政
cyzya 池鱼之殃
cyzye 醇正
cyzyi 创业者
cyzyu 参与者
cyzz 才子
czb 成正比
czbb 出榜
czbf 财政部
czbg 除弊
czbgi 辞职报告
czbh 出兵
czbhi 出版
czbho 陈兵
czbhoo 承保
czbi 成正比
czbk 承包
czbku 财政拨款
czbm 财政部门
czbn 承办
czbp 出殡
czbq 吃罪不起
czbt 财政补贴
czbx 常抓不懈
czc 出租车
czcb 撤职查办
czcd 陈词
czcf 出产
czcfi 创造财富
czcg 出差
czch 除臭
czci 出车
czcj 出彩
czck 出处
czcko 从重从快
czcl 潮涨潮落
czcn 出城
czcni 出场
czcp 出厂
czcr 除此
czcri 出错
czct 除尘
czcu 出操
czcw 除草
czcx 操作程序
czcy 陈醋
czcz 出丑
czczu 财政赤字
czd 才知道
czdb 穿着打扮
czde 出典
czdee 查字典
czdg 出道
czdgo 承兑
czdh 出的
czdha 沉重的
czdhe 丑的
czdho 操作的
czdhoi 诚挚的
czdhoo 传真电话
czdi 出到
czdj 沉重打击
czdk 出多
czdl 车载斗量
czdm 承德
czdo 出动
czdr 侧重点
czds 惨遭毒手
czdt 出洞
czdte 存在的问题
czdu 承担
czduo 除掉
czdw 承当
czdwo 从早到晚
czdwu 参政党
czdx 出对
czdy 从左到右
czdye 粗枝大叶
czf 粗脂肪
czfb 惩治腐败
czfc 粗脂肪
czfd 出访
czfdu 财政负担
czff 陈腐
czffo 陈放
czffoe 操作方法
czfg 除烦
czfh 出伏
czfho 承付
czfhu 穿凿附会
czfj 承乏
czfn 出发
czfr 除非
czft 除法
czfu 承扶
czfy 叱咤风云
czfz 错综复杂
czfzo 长足发展
czfzu 厂长负责制
czg 操纵杆
czga 出阁
czgb 出格
czgbo 除根
czgc 操作规程
czge 出国
czgg 出关
czgh 出个
czgi 出轨
czgj 操之过急
czgju 初战告捷
czgn 除垢
czgo 陈规
czgr 出锅
czgru 才智过人
czgs 丑怪
czgt 出港
czgy 出过
czgyi 出更
czgyie 出工
czgyio 出恭
czh 城镇化
czhd 丑话
czhh 出货
czhhe 丑化
czhho 陈货
czhj 出乎
czhje 成长环境
czhji 出号
czhjo 除号
czhl 差之毫厘
czhle 差之毫厘，谬以千里
czhm 出航
czhmo 传真号码
czhs 除害
czht 出汗
czhti 出海
czhx 承欢
czj 财政局
czjb 出尽
czjbe 丑剧
czjbi 出局
czjbo 承建
czjboo 传真机
czjc 出脚
czjco 承继
czjd 传宗接代
czjdu 财政监督
czje 出具
czjei 出界
czjf 出就
czjfo 陈迹
czjg 常驻机构
czjh 出价
czjhi 出借
czji 陈旧
czjio 除旧
czjj 财政经济
czjk 丑角
czjke 唱主角
czjl 承筋
czjla 此致敬礼
czjm 城镇居民
czjn 出嫁
czjni 出境
czjno 操作技能
czjo 出击
czjr 出镜
czjru 才子佳人
czjruo 财政金融
czjs 出家
czjsi 创造精神
czjt 陈酒
czju 承接
czjui 出据
czjv 长治久安
czjw 出警
czjy 创作经验
czjz 长足进展
czk 储值卡
czkf 出库
czkj 出口
czkn 财政困难
czko 除开
czkoi 出刊
czkr 储值卡
czkz 财政开支
czl 创造力
czlb 出栏
czlbo 承灵
czlc 操作流程
czld 垂直领导
czlf 陈至立
czlg 出炉
czlge 丑类
czlgeo 查资料
czlj 出路
czlk 出猎
czll 出笼
czln 出力
czlno 承载力
czlp 陈列
czlpe 错字连篇
czlu 出来
czluo 承揽
czlw 出落
czlz 除了
czlze 丑陋
czlzei 粗制滥造
czlzi 出了
czma 出门
czmc 出马
czmf 搽脂抹粉
czmg 晨钟暮鼓
czmi 陈明
czmk 出名
czmko 除名
czmp 出面
czmt 出没
czmw 承蒙
czmwi 出苗
czmy 出卖
cznb 出那
cznc 出纳
cznd 承诺
czndu 财政年度
cznf 吃斋念佛
cznl 陈年
cznlo 操作能力
cznn 丑女
cznx 出自内心
czny 陈酿
czp 粗制品
czph 出牌
czpj 出品
czpn 陈皮
czpu 承平
czpx 垂直平分线
czq 存贮器
czqb 陈桥
czqbo 除权
czqc 出租汽车
czqd 陈请
czqf 出齐
czqg 承前
czqge 重整旗鼓
czqi 存贮区
czqj 存贮器
czql 出气
czqle 差之千里
czqli 出缺
czqn 出去
czqno 除去
czqnoi 除却
czqp 出奇
czqr 出钱
czqs 陈情
czqt 出清
czqy 出鞘
czqyi 出勤
czr 超自然
czrd 承认
czrdi 出让
czrdo 承让
czrh 出任
czrho 承租人
czrhu 炒枣仁
czrj 出入
czrk 常住人口
czrko 城镇人口
czrs 穿着入时
czru 弛张热
czs 初中生
czsb 陈述
czsc 出书
czsco 陈胜
czscoe 陈绍
czsd 出神
czsdo 陈设
czsdoa 陈说
czsdoo 陈诉
czse 出山
czsf 参展商
czsfa 沧州市
czsfe 潮州市
czsfi 常州市
czsfo 崇州市
czsg 除数
czsgo 持证上岗
czsh 出身
czshi 出售
czshio 出使
czsi 出时
czsie 丑时
czsj 承受
czsk 出色
czsko 陈氏
czsl 出生
czsn 出声
czso 出示
czsr 承上
czsru 财政收入
czss 出赛
czsse 查证属实
czssi 出塞
czst 出水
czsti 出师
czsto 除湿
czsu 出手
czsuo 除霜
czsx 参照实行
czsy 出事
czsye 丑事
czsyi 出世
czsz 财政收支
czt 操作台
cztc 出脱
czte 出团
cztf 出庭
czti 出题
cztj 出逃
cztji 创造条件
cztm 出徒
cztn 出土
cztp 丑态
cztpu 财政厅
cztr 出铁
cztro 处之泰然
czts 出头
cztso 从总体上
cztu 出摊
cztx 出台
cztxo 操纵台
cztz 出粜
cztzu 财政体制
czv 陈子昂
czve 承恩
czvi 陈子昂
czvl 重足而立
czvs 出资额
czvy 丑恶
czvyo 除恶
czw 称之为
czwa 丑闻
czwf 纯中文
czwg 斥之为
czwh 出位
czwj 财政危机
czwk 除外
czwki 出外
czwko 磁朱丸
czwl 参照物
czwla 吃着碗里
czwt 存在问题
czwy 垂直尾翼
czx 创造性
czxb 丞相
czxc 出线
czxd 藏在心底
czxf 出席
czxfi 出新
czxh 出血
czxhi 出息
czxho 除息
czxi 丑星
czxk 除夕
czxku 参照系
czxm 出行
czxme 丑行
czxo 出现
czxp 承袭
czxr 承销
czxs 操作性
czxsi 创造学
czxso 成长性
czxt 操作系统
czxx 出戏
czxy 出项
czxz 出险
czy 操作员
czyb 嗤之以鼻
czyc 出月
czyd 沉着应对
czyf 陈言
czyfi 出主意
czyfo 承应
czyfoo 陈毅
czyg 陈炎
czygo 持之有故
czyh 姹紫嫣红
czyho 持之以恒
czyhoi 诚挚友好
czyj 操作员
czyk 出迎
czyki 出狱
czyko 承印
czykoo 吹奏乐
czyl 从中渔利
czyn 残渣余孽
czyo 出于
czyoa 沉醉于
czyoe 存在于
czyoi 出自于
czyoie 侧重于
czyoo 陈云
czyooo 承运
czyp 蚩尤
czyr 措置裕如
czys 财政预算
czyt 出演
czyti 出游
czytie 出浴
czytii 出洋
czyto 菜籽油
czyw 出芽
czyx 除以
czyxe 粗中有细
czyxu 穿针引线
czyz 出院
czyzu 参政议政
czz 存在着
czzb 出展
czzc 财政支出
czzcu 财政政策
czzd 出诊
czze 除中
czzei 出账
czzeo 陈账
czzf 出资
czzfi 出站
czzg 从中作梗
czzh 出自
czzhi 出众
czzho 承做
czzi 承转
czzj 财政资金
czzk 除皱
czzku 财政状况
czzl 出租
czzlo 承重
czzloe 承租
czzloi 承制
czzm 出征
czzn 出走
czzp 出在
czzpo 传真照片
czzr 出战
czzs 除灾
czzu 出招
czzw 出葬
czzx 赤子之心
czzxo 成竹在胸
czzxu 参照执行
czzy 承载
czzye 存在主义
czzyi 创造者
czzyie 创作自由
czzyo 操作者
czzz 出阵
czzzo 擦桌子
clcl 选重
dazh 氹仔
dbb 东北部
dbbb 档板
dbbf 东北部
dbbi 杜比
dbbj 盗版必究
dbbo 杜邦
dbbp 打抱不平
dbbu 逮捕
dbbuo 导播
dbbuoo 导报
dbby 逮逋
dbbz 大半辈子
dbc 大白菜
dbcf 档次
dbch 弹仓
dbcj 断编残简
dbck 代表处
dbcko 代办处
dbcr 钝兵挫锐
dbcs 得不偿失
dbcw 大白菜
dbcx 东北财经大学
dbcy 断壁残垣
dbcz 导出
dbd 动不动
dbdb 导弹
dbdbo 大笔大笔
dbdd 导读
dbde 导电
dbdf 对比度
dbdg 弹道
dbdh 代表的
dbdho 代表大会
dbdi 逮到
dbdio 得不到
dbdioo 达不到
dbdk 多不多
dbdl 大包大揽
dbdm 都不得
dbdo 动不动
dbdq 东北地区
dbdqo 大部地区
dbds 懂不懂
dbdso 独步当时
dbdx 对不对
dbdy 导带
dbdz 代表队
dbf 大部分
dbff 奠边府
dbfj 大部分
dbfk 东北风
dbfq 大部分地区
dbfy 杜甫
dbg 大半个
dbgb 弹弓
dbgc 党八股
dbge 导购
dbgh 电报挂号
dbgi 导轨
dbgl 导管
dbgn 打边鼓
dbgp 盗版光盘
dbgs 担保公司
dbgt 对簿公堂
dbgy 大罢工
dbh 都不会
dbhb 刁横
dbhf 弹痕
dbhh 代表会
dbhm 导航
dbhr 东北虎
dbhs 刁悍
dbht 刁滑
dbhu 导护
dbhy 代表会议
dbhz 多边合作
dbj 东北角
dbjb 电报局
dbjbu 第八届
dbjc 杜绝
dbjci 带病坚持
dbjd 殿军
dbjj 杜鹃
dbjk 东北角
dbju 弹夹
dbk 打不开
dbkf 杜康
dbkj 档口
dbkl 大百科
dbkn 弹壳
dbkni 弹坑
dbko 导刊
dbks 大百科全书
dbkz 弹孔
dbl 大不了
dblb 都柏林
dbld 导论
dbldo 大辩论
dbldoo 大不列颠
dblf 达标率
dblh 等比例
dbli 导轮
dbls 第比利斯
dblt 栋梁
dblto 导流
dblu 东不拉
dblx 大步流星
dbly 导联
dblz 大不了
dbm 代表们
dbma 等部门
dbmb 刁民
dbmc 杜马
dbmf 刁蛮
dbmfo 导盲
dbmh 代表们
dbml 杜牧
dbmlo 淡泊名利
dbmy 蛋白酶
dbmyo 多边贸易
dbn 都不能
dbnb 导尿
dbnbo 蛋白尿
dbne 殿内
dbnl 大半年
dbnx 刁难
dbnxe 但不能
dbp 打保票
dbph 弹片
dbpu 大比拼
dbpy 东北平原
dbq 对不起
dbqj 调兵遣将
dbqn 对不起
dbqo 东半球
dbqy 档期
dbqyu 第八期
dbr 倒不如
dbrh 东北人
dbrhe 担保人
dbrj 导入
dbrl 倒背如流
dbrn 倒不如
dbrq 大不如前
dbru 导热
dbrw 代表人物
dbs 都不是
dbsb 地板刷
dbsc 屌丝
dbsd 殿试
dbse 大别山
dbseo 大巴山
dbsg 导数
dbsi 多半是
dbsie 但不是
dbsk 对比色
dbsl 等比数列
dbsm 到本世纪末
dbss 打比赛
dbsso 东北三省
dbssoo 多办实事
dbst 导师
dbsx 等边三角形
dbsxo 东北师范大学
dbsy 道不拾遗
dbt 大白天
dbtc 大病统筹
dbte 代表团
dbteo 道不同
dbteoo 大兵团
dbth 导体
dbthi 单倍体
dbtho 多倍体
dbtm 道不同，不相为谋
dbto 大白天
dbts 弹头
dbtw 殿堂
dbtx 导通
dbtxo 独步天下
dbty 多边条约
dbv 刀把儿
dbvf 对苯二酚
dbvk 刀把儿
dbvs 档案
dbw 董必武
dbwh 档位
dbwk 弹丸
dbwo 刁顽
dbwp 杜威
dbx 都必须
dbxc 导线
dbxe 电白县
dbxh 导向
dbxi 弹匣
dbxj 短兵相接
dbxji 丁苯橡胶
dbxl 电冰箱
dbxm 都必须
dbxo 多边形
dbxp 东奔西跑
dbxs 代表性
dbxt 导泻
dbxto 大不相同
dbxy 殿下
dbxz 东奔西走
dby 大本营
dbyb 导引
dbyd 导语
dbyf 导言
dbyfo 大饱眼福
dbyh 大笔一挥
dbyj 导员
dbys 殿宇
dbyso 独步一时
dbyt 导演
dbyto 导游
dbyu 导扬
dbyv 代表议案
dbyw 弹药
dbywo 大补阴丸
dbyx 大白于天下
dbyy 弹雨
dbyyo 东北亚
dbyyoo 大不一样
dbz 挡不住
dbzc 蛋白质工程
dbzco 代表资格审查
dbzg 大爆炸
dbzgo 代表资格
dbzh 逮住
dbzhe 杜仲
dbzho 对不住
dbzhoo 顶不住
dbzi 导致
dbzm 蛋白质
dbzo 弹珠
dbzp 地板砖
dbzr 刁钻
dbzt 导滞
dbzu 杜撰
dbzx 蛋白组学
dbzy 单边主义
dbzz 档子
dbzzi 弹子
dcb 电磁波
dcbg 调查报告
dcbm 调查表明
dcbo 调查表
dcbq 打擦边球
dcbs 多次表示
dcbt 电磁波
dcby 低成本
dcc 低层次
dccc 肚肠
dccf 胆颤
dccfo 多层次
dccn 电磁场
dcd 单纯的
dcdb 大慈大悲
dcdbo 大操大办
dcde 大词典
dcdg 胆道
dcdh 肚兜
dcdhe 当初的
dcdho 得出的
dcdhoa 大吃大喝
dcdl 大吹大擂
dcdn 大吵大闹
dcdp 胆大
dcds 到处都是
dcdw 骀荡
dcdwo 大彻大悟
dcdx 调查对象
dcdy 缎带
dcdyo 多才多艺
dcdz 多彩多姿
dcf 蛋炒饭
dcfk 电吹风
dcfp 胆矾
dcfs 电磁辐射
dcft 大出风头
dcfx 调查发现
dcg 打草稿
dcgb 胆敢
dcgj 大肠杆菌
dcgl 胆管
dcgs 达成共识
dcgy 电磁感应
dch 倒春寒
dchs 胆寒
dchse 调查核实
dcht 大柴胡汤
dchy 多次呼吁
dcj 调查局
dcjb 点钞机
dcjba 电唱机
dcjbo 德才兼备
dcjc 缔结
dcjce 胆经
dcjceo 督促检查
dcjco 得寸进尺
dcjf 缔交
dcjg 调查结果
dcjk 大肠津亏
dcjl 得出结论
dcjp 胆碱
dcjs 打草惊蛇
dcjw 叠床架屋
dckw 多次看望
dcl 打出来
dcle 肚里
dclee 胆略
dclf 导磁率
dclg 电磁炉
dcli 胆量
dclie 肚量
dclj 达成谅解
dclm 大处落墨
dcln 洞察力
dclu 打出来
dcm 倒插门
dcma 倒插门
dcmb 胆木
dcmi 缔盟
dcny 胆囊
dcp 订船票
dcph 胆魄
dcpn 肚皮
dcps 地藏菩萨
dcpy 订船票
dcq 东城区
dcqc 肚脐
dcqi 德城区
dcqia 鼎城区
dcqs 胆怯
dcqt 大承气汤
dcqx 抵触情绪
dcqz 调查取证
dcrj 大肠热结
dcru 胆热
dcry 调查人员
dcs 大城市
dcsd 胆识
dcsf 地产商
dcsfo 东窗事发
dcsg 多愁善感
dcsm 断层扫描
dcsp 胆石
dcsr 大肠湿热
dcss 端茶送水
dcsy 胆酸
dcsyo 导赤散
dct 电磁铁
dctc 大错特错
dctco 大吃特吃
dcte 低产田
dctf 肚痛
dcth 胴体
dctr 电磁铁
dctt 定喘汤
dctz 独裁统治
dcv 对茬儿
dcvk 对茬儿
dcwz 到此为止
dcx 大出血
dcxc 电磁线
dcxco 冬虫夏草
dcxcoi 独出心裁
dcxg 蹈常袭故
dcxh 大肠虚寒
dcxj 雕虫小技
dcxk 胆系
dcxr 胆虚
dcxs 对称性
dcxsa 电磁学
dcxse 调查显示
dcxsi 单纯性
dcxso 代偿性
dcxsoi 独创性
dcxt 胆小
dcxy 达成协议
dcxyo 大材小用
dcxz 调查小组
dcy 大草原
dcyc 缔约
dcyj 大吃一惊
dcyje 调查研究
dcyjo 多此一举
dcyp 打成一片
dcyy 到此一游
dcyz 达成一致
dcz 调查组
dczc 电池组
dczd 电磁振荡
dcze 肚中
dczee 膻中
dczl 缔造
dczr 胆战
dczt 胆汁
dczy 独裁者
dczyo 大处着眼
dczz 肚子
dczze 胆子
dczzo 缎子
ddb 打电报
ddbc 得到补偿
ddbd 当断不断
ddbh 调兵
ddbho 多多包涵
ddbhoo 道德败坏
ddbk 调包
ddbl 带答不理
ddbo 党代表
ddboa 电度表
ddbq 担待不起
ddbr 咄咄逼人
ddbt 胆大包天
ddbu 谍报
ddbue 调拨
ddbui 订报
ddbuo 读报
ddbv 动荡不安
ddbx 喋喋不休
ddby 读本
ddc 电动车
ddcb 调查
ddci 调车
ddcj 大大促进
ddcm 订舱
ddcp 诞辰
ddcpo 读成
ddcpoe 大胆冲破
ddcr 订餐
ddcs 大打出手
ddcx 大胆创新
ddcz 调出
ddczi 订出
ddczo 读出
ddd 淡淡的
dddb 调档
dddbo 大豆蛋白
dddd 读读
dddda 地地道道
dddde 滴滴嗒嗒
ddddi 单打独斗
ddddio 弹道导弹
ddddo 点点滴滴
dddf 调度
dddg 订单
dddh 读的
dddhe 大大的
dddhee 短短的
dddhea 当地的
dddhi 单独的
dddhie 到达的
dddho 多大的
dddi 调到
dddio 读到
dddk 大得多
dddko 多得多
dddm 鼎鼎大名
dddn 地对地
dddo 调动
dddq 大敌当前
dddr 点对点
ddds 读懂
dddsi 订定
dddt 打点滴
dddx 独断独行
dddz 得道多助
dddzo 对敌斗争
dddzoo 得道多助，失道寡助
ddfb 订费
ddff 大大方方
ddfh 单刀赴会
ddfs 道德风尚
ddft 读法
ddfto 导弹防御系统
ddfx 道德风险
ddfz 调防
ddfza 党的方针
ddg 道德观
ddge 订购
ddgeo 东道国
ddgf 道德规范
ddgg 大动干戈
ddgh 订个
ddgho 大动肝火
ddgl 祷告
ddgla 党的纲领
ddgle 滴定管
ddgs 咄咄怪事
ddgt 到达港
ddgw 调光
ddgx 道德观
ddgy 读过
ddgz 多多关照
ddh 打电话
ddhb 颠倒黑白
ddhc 大地回春
ddhd 订户
ddhde 丹顶鹤
ddhe 调回
ddhf 打道回府
ddhh 诋毁
ddhha 党代会
ddhhi 订货
ddhm 读后
ddhn 订婚
ddhni 订好
ddhr 打得火热
ddht 大渡河
ddhu 调换
ddhw 点电荷
ddhz 多党合作
ddj 跺跺脚
ddjb 电动机
ddjc 道德经
ddjco 奠定基础
ddjd 大大降低
ddjh 调集
ddjhi 订价
ddjj 得到解决
ddjk 读解
ddjko 对顶角
ddjl 党的纪律
ddjo 调进
ddjr 订金
ddjs 党的建设
ddjt 短短几天
ddjx 党的基本路线
ddjy 道德教育
ddjz 点到即止
ddk 地对空
ddkc 滴滴快车
ddkf 大刀阔斧
ddkr 读卡
ddks 地对空
ddl 得到了
ddld 褡裢
ddlda 党的领导
ddle 狄德罗
ddlf 订立
ddlfe 调离
ddlh 调令
ddll 大大咧咧
ddllo 度德量力
ddln 带动力
ddlo 大道理
ddlp 达到历史最高水平
ddlu 调来
ddlx 党的路线
ddlz 读了
ddlzi 到达了
ddlzo 达到了
ddlzoo 奠定了
ddm 大动脉
ddma 调门
ddmc 大动脉
ddmd 达到目的
ddml 读秒
ddmt 订满
ddnn 打打闹闹
ddp 电灯泡
ddpd 读谱
ddpm 读盘
ddpr 打地铺
ddpt 调派
ddpy 调配
ddpyi 订票
ddpz 道德品质
ddq 对得起
ddqe 调遣
ddqf 订亲
ddqfo 跌宕起伏
ddqh 大大强化
ddqi 掇刀区
ddqj 导弹驱逐舰
ddqk 颠倒乾坤
ddqn 对得起
ddqq 的的确确
ddqy 读取
ddr 当地人
ddrh 调任
ddrj 调入
ddrjo 读入
ddrl 对答如流
dds 大多数
ddsc 读书
ddsci 订书
ddsd 读诵
ddsdo 大大缩短
ddse 断代史
ddsf 大都市
ddsfe 丹东市
ddsfo 颠倒是非
ddsg 读数
ddsgi 订数
ddsi 大都是
ddsj 当地时间
ddsl 诞生
ddslo 敌对势力
ddsr 大多数人
ddss 调度室
ddsso 多多少少
ddssoi 跌打损伤
ddssoo 躲躲闪闪
ddst 调水
ddsto 鞑靼斯坦
ddsu 电动势
ddsy 地动山摇
ddt 点点头
ddtd 敌对态度
ddtg 大大提高
ddth 点滴体会
ddtj 谛听
ddtp 大胆突破
ddts 调头
ddtso 大胆探索
ddtt 滴滴涕
ddw 东帝汶
ddwb 地大物博
ddwe 敌敌畏
ddweo 对等网
ddwf 祷文
ddwfo 读文
ddwj 党的文件
ddwl 读物
ddwm 调往
ddws 读完
ddwt 东帝汶
ddww 胆大妄为
ddwx 当代文学
ddwz 点到为止
ddx 导电性
ddxc 东躲西藏
ddxci 断点续传
ddxco 代代相传
ddxcoo 代代相承
ddxd 读写
ddxf 调序
ddxh 调休
ddxs 大胆吸收
ddxw 东倒西歪
ddxx 大大小小
ddxxe 胆大心细
ddxxi 断断续续
ddxy 订下
ddxz 党的性质
ddy 地动仪
ddya 订阅
ddyc 订约
ddyco 道地药材
ddye 单打一
ddyf 读音
ddyh 地动仪
ddyj 大跌眼镜
ddyk 调用
ddym 独当一面
ddyo 调运
ddyoi 订于
ddyp 调研
ddypi 倒打一耙
ddypo 读研
ddys 多多益善
ddyse 当代意识
ddyt 调演
ddz 大队长
ddzc 独到之处
ddzca 党的政策
ddzf 订座
ddzfe 当地政府
ddzfi 到达站
ddzfo 东道主
ddzfou 多动症
ddzg 读着
ddzh 订做
ddzho 顶得住
ddzhoi 独断专横
ddzi 调转
ddzj 多多指教
ddzjo 大道至简
ddzk 大打折扣
ddzl 订制
ddzli 订造
ddzlo 多党制
ddzn 调走
ddzq 大大增强
ddzr 地道战
ddzri 单刀直入
ddzw 低等植物
ddzx 独断专行
ddzy 读者
ddzye 调职
ddzyi 订正
ddzyia 带电作业
ddzyio 打定主意
ddzz 调子
ddzzi 打底子
ddzzii 端端正正
ddzzo 跌跌撞撞
debf 豆瓣
debh 电白
debj 迪吧
debk 豆饼
debl 电笔
debo 电表
debt 电波
debu 电报
debuo 迪拜
deby 赌博
dece 豆豉
dech 电传
deci 电车
decn 赌场
decna 电场
decne 赌城
decp 电磁
decpa 电厂
dect 电池
decta 电测
decw 典藏
dedb 电导
dede 眈眈
dedea 鼎鼎
dedf 电度
dedg 电灯
dedo 电动
dedp 瞪大
dedpa 电大
dedr 电镀
deds 蝶窦
dedw 典当
defb 电费
defe 巅峰
deff 豆腐
defg 豆粉
defl 电复
deft 鼎沸
defw 典范
defz 盯防
degb 电棍
degbe 赌棍
dege 骶骨
degh 赌鬼
degj 逗哏
degl 电告
degla 电稿
degp 电感
degu 电挂
degw 电光
degy 典故
degya 电工
dehb 电弧
dehd 电话
dehg 电焊
dehh 电化
dehj 逗号
dehn 电贺
deho 电耗
deht 电汇
dehw 电荷
dehwa 电荒
dehwe 豆花
dehz 电函
dejb 赌局
dejba 电机
dejbao 电极
deje 赌具
dejf 豆浆
dejh 电价
dejk 电解
dejke 豆角
dejl 典籍
dejo 电击
dejq 盯紧
dejr 电锯
dejw 豆荚
dejy 电教
dekl 豆科
deks 赌客
deku 电抗
dekw 豆蔻
delc 电缆
deld 典礼
delf 鼎立
delfa 电离
delfai 电疗
delg 豆粒
delga 电炉
delgai 电料
delge 豆类
delh 电令
deli 电量
delj 电路
delk 逗留
delko 逗乐
deln 电力
delna 鼎力
delr 电铃
delt 电流
dema 电门
demb 电木
demf 电磨
demp 电码
demw 豆苗
demy 典卖
denc 电脑
deni 电暖
denn 豆奶
deno 逗弄
denr 电钮
denx 电能
depg 电瓶
depge 豆粕
depj 电喷
depu 电平
deqb 电桥
deqd 电请
deqf 迪庆
deqj 电器
deql 赌气
deqla 电气
deqn 逗趣
deqo 赌球
deqr 赌钱
derh 逗人
derhi 盯人
ders 电容
deru 电热
desa 电闪
desb 盯梢
desba 电枢
desbai 电刷
desd 电视
desda 电扇
desdi 盯视
desi 赌输
desl 电算
desn 电声
desp 鼎盛
despi 盯死
desr 盯上
dest 豆沙
desx 赌圣
detb 电梯
detl 电筒
detm 赌徒
detp 迪厅
dett 电烫
detx 电台
dewe 电网
dewf 电文
dewh 电位
dewo 赌王
dewoa 电玩
dews 赌窝
dexc 电线
dexd 电讯
dexf 鼎新
dexh 电信
dexl 逗笑
dexo 典型
dexoa 电刑
dexs 电学
deye 瞪眼
deyea 电眼
deyeai 电邮
deyf 蝶衣
deyi 电影
deyia 电晕
deyio 典雅
deyj 电唁
deyk 电鱼
deyp 电压
deyq 电业
deyt 电源
deyte 豆油
deyto 蝶泳
deyu 典押
deyw 豆芽
deza 电闸
deze 鼎助
dezf 电站
dezfo 典章
dezg 盯着
dezh 盯住
dezi 电轴
dezj 赌咒
dezja 鼎足
dezq 电凿
dezr 赌桌
dezra 电钻
dezrai 电针
dezt 赌注
dezte 豆渣
dezz 电子
dezza 电阻
dezze 豆子
dfb 电饭煲
dfbb 底板
dfbf 底部
dfbfa 地方病
dfbfo 多发病
dfbg 凋敝
dfbh 盗版
dfbho 底版
dfbl 挡风玻璃
dfblo 低分辨率
dfblou 东方不亮西方亮
dfbn 底边
dfby 底本
dfbya 地方保护主义
dfcb 底层
dfcf 冻疮
dfch 敦促
dfci 盗车
dfcp 凋残
dfcw 端茶
dfcz 端出
dfcza 地方财政
dfd 对方的
dfde 度电
dfdf 底端
dfdfe 痘痘
dfdfo 大幅度
dfdg 大富大贵
dfdh 地方的
dfdj 单发动机飞机
dfdl 大风大浪
dfdr 端点
dfdu 端掉
dfdw 地方党委
dfdy 帝都
dffc 底肥
dfff 端方
dffg 地方法规
dffi 盗匪
dfg 地方官
dfge 帝国
dfgl 底稿
dfgm 大放光明
dfgo 豆腐干
dfgr 电饭锅
dfgs 大法官
dfgy 度过
dfgya 地方工业
dfh 东方红
dfhc 大发横财
dfhd 地方话
dfhg 敦煌
dfhh 敦化
dfhj 帝号
dfhje 盗号
dfhn 杜夫海纳
dfhp 敦厚
dfhs 冻害
dfht 盗汗
dfhw 得分后卫
dfhy 多方呼吁
dfhz 洞房花烛
dfj 地方军
dfjb 帝君
dfjbi 单放机
dfjc 冻结
dfjco 窦房结
dfjcoo 大放厥词
dfjd 地方军
dfjh 度假
dfjho 冻僵
dfjhoi 底价
dfjj 地方经济
dfjk 底角
dfjm 底径
dfjs 店家
dfjsa 党风建设
dfju 端接
dfjue 盗掘
dfjw 端节
dfkc 东方快车
dfkj 端口
dfkk 癫狂
dflb 底楼
dfle 店里
dfleo 底里
dflg 端粒
dfli 度量
dflk 盗猎
dflo 度理
dflr 盗链
dflt 大发雷霆
dflu 凋零
dflw 凋落
dfm 单方面
dfma 店门
dfmb 端木
dfme 敦睦
dfmk 店名
dfmke 盗名
dfmp 店面
dfmpi 端面
dfmpo 底面
dfmpou 多方面
dfmw 盗墓
dfmx 顶风冒雪
dfmy 盗卖
dfmyo 淀粉酶
dfmz 东方明珠
dfn 豆腐脑
dfnc 豆腐脑
dfne 店内
dfnh 端倪
dfp 豆腐皮
dfpc 盗骗
dfph 底牌
dfpho 底片
dfpm 底盘
dfpn 大腹皮
dfpp 大腹便便
dfpq 大发脾气
dfpr 店铺
dfpu 端平
dfpz 地方品种
dfq 担负起
dfqc 东风汽车
dfqd 敦请
dfqg 店前
dfqgo 底前
dfqi 东风区
dfql 底气
dfqn 端起
dfqp 达芬奇
dfqs 盗窃
dfqt 底漆
dfqy 盗取
dfr 东方人
dfrh 度人
dfri 度日
dfrj 豆腐乳
dfs 地方上
dfsd 电风扇
dfsf 东方市
dfsfe 登封市
dfsg 度数
dfsgi 带分数
dfsgo 底数
dfsgoo 大放送
dfsh 冻伤
dfsho 度身
dfsi 地方时
dfsk 底色
dfsko 东方时空
dfsl 地方税
dfsp 冻死
dfsr 端上
dfss 敦实
dfssa 地方税收
dfst 端水
dfsw 答非所问
dfsz 大丰收
dfte 底图
dftn 冻土
dftno 底土
dfts 地方特色
dftw 店堂
dfvk 底儿
dfvs 盗案
dfw 大范围
dfwc 底纹
dfwe 东方网
dfwf 凋亡
dfwh 帝位
dfwho 多方位
dfwj 大富翁
dfwl 端午
dfwo 帝王
dfwp 丢饭碗
dfx 大方向
dfxc 底细
dfxco 底线
dfxd 端详
dfxde 凋谢
dfxf 癫痫
dfxh 大方向
dfxs 地方性
dfxsa 电负性
