agu A股
djro 单弱
djrs 堆积如山
djru 但如
djs 大奖赛
djsa 丹砂
djsc 单双
djscu 独家生产
djse 单色
djseo 单设
djsh 当今社会
djsi 但是
djsie 耽思
djsieo 东京市
djsieu 垫脚石
djsii 电教室
djsiu 胆结石
djsiuo 倒计时
djsj 单删
djsji 当今世界
djsl 单送
djslu 短斤少两
djsm 诞生
djsn 单身
djso 单说
djsp 担惊受怕
djsr 单手
djss 大惊失色
djst 胆酸
djsu 单数
djsuo 单速
djsv 淡水
djsvu 但随
djsy 等级森严
djta 蛋挞
djtc 地久天长
djtd 单挑
djtf 丹田
djth 单台
djti 单体
djtie 大集体
djtio 单晶体
djtj 单谈
djtje 大家谈
djtk 单套
djtl 但同
djtp 单糖
djtpe 大教堂
djtr 弹头
djts 独具特色
djtu 单图
djtv 单腿
djtx 单帖
djty 断井颓垣
djtz 到今天为止
djva 淡啊
djvd 待机而动
djve 丹垩
djvg 待价而沽
djvh 但爱
djvhu 冬季奥运会
djvk 单熬
djvu 但二
djwj 弹丸
djwp 淡忘
djwu 耽误
djww 单位
djx 对角线
djxb 担心
djxc 单向
djxce 东借西凑
djxd 胆小
djxf 对角线
djxg 单行
djxge 大惊小怪
djxgo 奠基性
djxi 旦夕
djxiu 独角戏
djxj 丁腈橡胶
djxs 丹霞
djxt 单选
djxu 但须
djxx 单鞋
djxxe 大街小巷
djxxu 多加小心
djy 都江堰
djya 淡雅
djyb 但因
djyd 大局已定
djydu 冬季运动
djye 但也
djyg 但应
djygu 独具一格
djyh 单月
djyi 单一
djyj 单眼
djyja 弹尽援绝
djyk 弹药
djyl 但用
djym 顶级域名
djyp 丹阳
djyq 打击乐器
djyr 担忧
djys 奠基仪式
djyse 地级以上城市
djyt 单元
djytu 但愿
djyu 董建宇
djyuu 多见于
djyv 董建宇
djyvu 多见于
djyx 荡检逾闲
djyz 单月
djz 带菌者
djzb 点睛之笔
djzc 淡妆
djze 但这
djzh 但在
djzi 单字
djzii 电解质
djzio 单指
djziu 胆子
djzj 单站
djzk 单招
djzl 丹中
djzlu 但总
djzm 单证
djzma 登记证
djzmi 当局者迷
djzn 但真
djzo 单座
djzp 单张
djzq 当局者迷，旁观者清
djzr 低价转让
djzt 大建中汤
djzu 弹珠
djzuo 单组
djzv 但最
djzw 答记者问
djzz 当家作主
djzzi 当家做主
dkb 地矿部
dkba 刀疤
dkbb 大可不必
dkbd 导标
dkbf 倒扁
dkbg 刀柄
dkbh 道白
dkbi 倒闭
dkbj 盗版
dkbk 导报
dkbo 导播
dkbu 地矿部
dkbw 刀背
dkbx 道别
dkca 刀叉
dkcc 道床
dkce 倒车
dkch 道菜
dkche 打开窗户说亮话
dkci 到此
dkciu 倒饬
dkck 稻草
dkcm 稻城
dkco 倒错
dkcp 到场
dkcpu 倒仓
dkcr 倒抽
dkcu 到处
dkcua 导出
dkcv 倒垂
dkcy 到村
dkda 到达
dkdd 倒掉
dkde 道德
dkdf 到点
dkdg 到顶
dkdi 到底
dkdj 导弹
dkdk 叨叨
dkdl 盗洞
dkdm 叨登
dkdp 倒挡
dkdr 刀豆
dkdu 导读
dkfa 刀法
dkfj 倒翻
dkfm 刀锋
dkfme 大开方便之门
dkfn 倒粪
dkfp 到访
dkfw 盗匪
dkgc 刀光
dkge 倒戈
dkgj 刀杆
dkgk 祷告
dkgl 刀功
dkgo 到过
dkgp 到港
dkgr 导购
dkgs 倒挂
dkgt 导管
dkgu 捣鼓
dkgv 捣鬼
dkgw 倒给
dkhe 道贺
dkhg 道槐
dkhh 倒还
dkhj 道涵
dkhk 倒好
dkhn 到很
dkho 到货
dkhp 导航
dkhs 多快好省
dkht 倒换
dkhu 到户
dkhv 捣毁
dkhy 刀魂
dkj 读卡机
dkjb 到近
dkjc 导江
dkjd 道教
dkjf 刀剑
dkjg 到京
dkjh 盗掘
dkji 倒计
dkjie 打卡机
dkjiea 打孔机
dkjq 倒酒
dkjs 到家
dkjsu 雕刻家
dkju 道具
dkjue 地矿局
dkjv 道具
dkjve 地矿局
dkjy 道均
dkjz 盗掘
dkkh 倒开
dkkj 刀砍
dkkl 倒空
dkkm 导坑
dkkp 导抗
dkkr 道口
dkky 道坤
dklb 到临
dkld 到了
dklde 大开绿灯
dklf 盗链
dklh 到来
dkli 道理
dklj 导览
dkll 抵抗力量
dkllo 单克隆
dkllu 贷款利率
dklp 刀郎
dklq 倒流
dklt 捣乱
dklu 道路
dklui 电烤炉
dklx 盗猎
dkly 导论
dkma 刀马
dkmb 岛民
dkmd 稻苗
dkmf 刀面
dkmh 倒卖
dkmi 稻米
dkmj 倒满
dkmk 道貌
dkmn 道门
dkmo 倒模
dkmp 倒忙
dkms 顿开茅塞
dkmu 盗墓
dkmw 倒霉
dkna 到哪
dknd 导尿
dknf 悼念
dknh 豆蔻年华
dknl 捣弄
dknw 岛内
dkpd 倒票
dkpf 刀片
dkph 倒排
dkpi 刀劈
dkpk 道袍
dkpo 道破
dkpp 道旁
dkpw 倒赔
dkq 读卡器
dkqc 刀枪
dkqd 刀鞘
dkqf 道歉
dkqg 道情
dkqi 到期
dkqie 打孔器
dkqj 丢盔弃甲
dkql 道琼
dkqq 祷求
dkqt 到全
dkqu 盗取
dkqx 盗窃
dkre 导热
dkrk 叨扰
dkrn 刀刃
dkru 导入
dkrx 大快人心
dksa 倒萨
dksi 到时
dksia 导师
dksie 到死
dksio 道士
dksj 刀山
dksje 大开杀戒
dksn 刀身
dkso 倒锁
dksp 岛上
dkspa 刀伤
dkspu 倒嗓
dksr 到手
dkst 倒算
dksu 倒数
dksv 捣碎
dksve 打瞌睡
dksvu 倒水
dkta 倒塌
dktc 敌忾同仇
dktf 稻田
dktg 到庭
dkth 倒台
dkthe 打开天窗说亮话
dkti 导体
dktj 倒坍
dktk 导套
dktl 悼痛
dktm 倒腾
dktr 到头
dktu 道徒
dktv 倒退
dktx 倒贴
dkvc 夺眶而出
dkvj 到岸
dkvk 敦刻尔克
dkvu 刀儿
dkvuu 笛卡尔
dkwh 道外
dkwj 到晚
dkwn 祷文
dkwo 到我
dkwp 倒望
dkwu 到无
dkww 到位
dkwz 大块文章
dkx 电烤箱
dkxb 道心
dkxc 导向
dkxd 到校
dkxf 导线
dkxfo 癫狂痫
dkxg 道行
dkxga 对抗性
dkxh 导学
dkxho 道学
dkxi 道喜
dkxj 丢盔卸甲
dkxl 道兄
dkxq 倒休
dkxs 倒下
dkxt 倒悬
dkxu 倒序
dkxx 道谢
dkya 倒呀
dkyb 导引
dkyd 抵抗运动
dkye 倒也
dkyg 倒影
dkyh 道曰
dkyi 道义
dkyiu 但可以
dkyj 导演
dkyje 大开眼界
dkyk 到要
dkyl 盗用
dkyp 稻秧
dkyr 导游
dkyu 岛屿
dkyv 岛屿
dkyy 倒运
dkyz 道曰
dkza 倒轧
dkzc 倒装
dkze 倒着
dkzg 倒拽
dkzh 倒在
dkzi 导致
dkzia 刀子
dkzj 到站
dkzk 倒找
dkzku 倒灶
dkzm 倒正
dkzn 导诊
dkzo 到作
dkzp 道长
dkzpo 道藏
dkzr 盗走
dkzt 倒转
dkzu 岛主
dkzua 刀俎
dkzv 到嘴
dkzw 盗贼
dlb 电流表
dlba 懂吧
dlbb 冬滨
dlbd 电流表
dlbf 东边
dlbg 冻冰
dlbh 东白
dlbi 动笔
dlbj 大老板
dlbji 电路板
dlbk 东宝
dlbl 的黎波里
dlbo 东波
dlbr 得理不饶人
dlbu 东部
dlbw 东北
dlbz 大理白族自治州
dlc 独轮车
dlca 洞察
dlcc 冻疮
dlce 动车
dlcee 东侧
dlceu 第六册
dlch 动彩
dlci 动词
dlciu 第六次
dlcj 动产
dlcje 大力促进
dlck 东槽
dlcl 冬葱
dlcm 东城
dlcma 对流层
dlcmi 电离层
dlcn 东晨
dlcp 冬藏
dlcpe 东昌
dlct 洞穿
dlcu 动粗
dlcue 大老粗
dlcuu 代理处
dlcy 董村
dlcye 东春
dlda 东大
dldd 多劳多得
dlde 懂得
dldf 颠鸾倒凤
dldg 洞顶
dldge 杜冷丁
dldh 东岱
dldi 动地
dldk 动刀
dldle 东东
dldm 东等
dldo 多伦多
dldp 动荡
dldq 踱来踱去
dldqe 大陆地区
dldqu 独揽大权
dldr 东都
dldt 东段
dldu 东渡
dldw 独来独往
dlf 代理费
dlfa 懂法
dlfm 东风
dlfn 冬粉
dlfp 东方
dlfpo 洞房
dlfq 代理服务器
dlfr 独立法人
dlfs 独领风骚
dlfu 洞府
dlfw 东非
dlfx 定量分析
dlfy 大力发扬
dlfz 大力发展
dlge 东哥
dlgg 东拐
dlgj 动感
dlgl 动工
dlgm 冬耕
dlgo 东郭
dlgou 独立国
dlgp 东冈
dlgr 东沟
dlgs 冬瓜
dlgsi 电力公司
dlgt 东莞
dlgte 大炼钢铁
dlgu 冬菇
dlgy 电力供应
dlhd 雕梁画栋
dlhe 恫吓
dlhg 冻坏
dlhh 东海
dlhj 东汉
dlhja 叠罗汉
dlhje 地理环境
dlhk 东壕
dlhl 冬烘
dlhm 度量衡
dlho 大路货
dlhp 懂行
dlhs 动画
dlhse 大丽花
dlhsi 蝶恋花
dlhsu 独立核算
dlht 动换
dlhu 东湖
dlhv 代理会
dlhy 东昏
dlj 多棱镜
dljb 东进
dljc 东江
dljci 电力机车
dljd 东郊
dljf 东渐
dljg 东京
dljge 动静
dljh 动觉
dljhi 电力监管委员会
dlji 冬季
dljie 动机
dljii 电流计
dljiu 倒垃圾
dljq 董酒
dljqe 大力加强
dljqi 电流继电器
dljs 东家
dljse 大陆架
dljsu 代理价
dljt 道路交通
dlju 动量矩
dljui 电力局
dljv 动量矩
dljvi 电力局
dljx 冻结
dljxu 第六届
dljy 东君
dljya 邓丽君
dljz 动觉
dlke 东科
dlkf 大力开发
dlkh 洞开
dlkl 洞孔
dlkr 洞口
dlkt 大力开拓
dlku 洞窟
dlkv 冬葵
dlkz 大力开展
dllb 东临
dllc 栋梁
dlld 东辽
dlle 懂了
dllee 带来了
dllf 冬炼
dllg 东陵
dlli 动力
dllj 东兰
dlll 东龙
dllq 东流
dllqo 滴溜溜
dllr 东楼
dlls 代理律师
dllt 动乱
dllu 东路
dllv 低利率
dllx 冻裂
dllxe 大连理工大学
dlly 动轮
dlma 懂吗
dlmb 顶礼膜拜
dlme 懂么
dlmf 冬眠
dlmg 东明
dlmh 动脉
dlmi 冬米
dlmj 动漫
dlmm 东盟
dlmme 大联盟
dlmn 东门
dlmne 杜鲁门
dlmo 冬末
dlmw 冬梅
dlmwo 端粒酶
dlnd 当量浓度
dlnf 第六年
dlng 东宁
dlni 懂你
dlnj 东南
dlnk 动脑
dlnm 动能
dlnmi 电离能
dlnt 冬暖
dlnu 动怒
dlnw 洞内
dlpf 动片
dlpg 东平
dlpo 东坡
dlq 大力气
dlqc 东墙
dlqd 东桥
dlqdi 电流强度
dlqf 得来全不费功夫
dlqfu 得来全不费工夫
dlqg 动情
dlqgu 等量齐观
dlqi 动气
dlqiu 第六期
dlqn 大龄青年
dlqt 东泉
dlqu 带岭区
dlqv 带岭区
dlqz 带领群众
dlrb 大连日报
dlre 冬热
dlrh 地利人和
dlri 冬日
dlrj 洞然
dlrl 动容
dlrn 动人
dlrne 大连人
dlrnu 代理人
dlrr 冻肉
dlrt 东软
dlru 洞入
dls 淡蓝色
dlsa 东沙
dlsc 大量生产
dlsd 德累斯顿
dlse 东摄
dlsi 董事
dlsie 大力士
dlsio 懂事
dlsioe 冻死
dlsj 东山
dlsje 东三
dlsjeo 大娄山
dlsk 独立思考
dlsl 东送
dlsle 动量守恒定律
dlsm 东升
dlsme 达累斯萨拉姆
dlsn 动身
dlsne 大力神
dlso 峒梭
dlsp 冻伤
dlspo 道路上
dlspu 代理商
dlsr 动手
dlss 电力设施
dlst 锻炼身体
dlsu 东输
dlsy 冬笋
dlt 打擂台
dlta 动他
dltb 大陆同胞
dltc 大力提倡
dltf 冬天
dltg 动听
dltge 大力推广
dltgo 洞庭
dlth 动态
dlthe 地老天荒
dlti 胴体
dltiu 独联体
dltj 动弹
dltje 大力推进
dltjee 地理条件
dltk 东讨
dltp 大礼堂
dltr 东头
dlts 大浪淘沙
dltt 独立团
dltu 冻土
dltui 电路图
dltx 电烙铁
dlty 对立统一
dltz 大力拓展
dlva 东阿
dlve 冻饿
dlvj 东安
dlvr 东欧
dlvt 夺路而逃
dlvu 东二
dlw 电力网
dlwb 大连晚报
dlwg 独立王国
dlwh 东外
dlwj 动完
dlwm 东翁
dlwn 东闻
dlwo 懂我
dlwp 道路网
dlws 得陇望蜀
dlwu 动物
dlww 东魏
dlwz 地理位置
dlx 带领下
dlxb 动心
dlxc 动向
dlxd 东校
dlxf 东线
dlxfe 动力线
dlxfee 大荔县
dlxfi 电缆线
dlxfia 电力线
dlxg 独立性
dlxh 洞穴
dlxhe 地理学
dlxhea 动力学
dlxi 东西
dlxl 动凶
dlxla 队列训练
dlxq 冬修
dlxs 冬夏
dlxse 东邻西舍
dlxt 动力系统
dlxu 东旭
dlxx 东邪
dlxy 冬训
dlxz 地理学
dlxze 动力学
dlxzeu 东鳞西爪
dlxzi 鼎力相助
dlya 东亚
dlyb 动因
dlye 冬夜
dlyg 东瀛
dlyh 东岳
dlyi 动议
dlyj 董彦
dlyk 动摇
dlyl 动用
dlym 道路以目
dlyp 东洋
dlyr 东有
dlyre 大量涌入
dlyt 动员
dlyte 大老远
dlyu 冬雨
dlyuu 得力于
dlyv 冬雨
dlyvu 得力于
dlyy 冬运
dlyz 东岳
dlz 独立者
dlzc 冬装
dlzce 大力支持
dlzceo 栋梁之材
dlze 动辄
dlzh 冻灾
dlzhe 大力抓好
dlzi 冬至
dlzio 洞子
dlziu 等离子
dlzj 东站
dlzje 打冷颤
dlzjeo 打冷战
dlzk 东赵
dlzku 冬枣
dlzl 动中
dlzm 东征
dlzn 东镇
dlzo 动作
dlzoe 董卓
dlzp 东丈
dlzr 东周
dlzre 动轮轴
dlzt 动转
dlztu 等离子体
dlzu 侗族
dlzue 顶梁柱
dlzuu 独龙族
dlzv 动嘴
dlzz 动力装置
dlzzu 独立自主
dlzzua 独力自主
dmbd 地面部队
dmbf 等边
dmbfa 登门拜访
dmbi 等比
dmbj 等办
dmbk 登报
dmbl 独木不成林
dmbo 等波
dmbr 大谬不然
dmbu 点名簿
dmbw 等辈
dmc 点名册
dmce 等车
dmcg 蹬踹
dmch 灯彩
dmci 等次
dmciu 等持
dmciuu 代名词
dmck 灯草
dmcka 邓超
dmcl 电脉冲
dmcm 登程
dmcp 登场
dmct 登船
dmcx 大梦初醒
dmda 瞪大
dmdd 大名鼎鼎
dmde 等得
dmdf 大鸣大放
dmdg 登顶
dmdh 等待
dmdhi 当门抵户
dmdhu 独门独户
dmdi 等地
dmdia 对面的
dmdk 等到
dmdm 等等
dmdmu 倒买倒卖
dmdr 等都
dmdy 大模大样
dmf 打埋伏
dmfg 地膜覆盖
dmfm 登封
dmfn 等分
dmfu 等幅
dmfz 吊民伐罪
dmgc 灯光
dmgg 东盟各国
dmgj 东盟国家
dmgk 登高
dmgl 滇缅公路
dmgo 等国
dmgoa 对美国
dmgt 灯管
dmgte 大满贯
dmgu 镫骨
dmgw 等给
dmhh 灯海
dmhk 等号
dmhl 等红
dmho 灯火
dmhr 等候
dmhu 灯虎
dmhv 灯会
dmhw 灯黑
dmhy 打马虎眼
dmhye 大马哈鱼
dmj 打麻将
dmjc 等奖
dmjd 等角
dmjf 等键
dmjh 点面结合
dmji 等级
dmjia 登记
dmjie 大面积
dmjs 等价
dmju 灯具
dmjuu 独幕剧
dmjv 灯具
dmjvu 独幕剧
dmke 登科
dmkh 蹬开
dmkk 等考
dmkn 邓肯
dmkt 等宽
dmktu 德谟克里特
dmlb 登临
dmlc 灯亮
dmle 等了
dmlg 当面锣对面鼓
dmlh 等来
dmlhe 顶门立户
dmll 灯笼
dmlq 等流
dmlr 登楼
dmlu 登陆
dmlua 登录
dmlue 地名录
dmlv 等绿
dmly 邓论
dmmd 灯苗
dmmg 等名
dmmi 灯谜
dmmn 登门
dmmu 瞪目
dmn 多米诺
dmng 多米尼加共和国
dmni 等你
dmnj 多米尼加
dmnk 多米尼克
dmno 多米诺
dmnp 多米诺骨牌
dmnz 独木难支
dmpg 等瓶
dmpi 等批
dmpj 登攀
dmpk 灯泡
dmpo 蹬破
dmq 独木桥
dmqd 独木桥
dmqf 到目前
dmqi 灯期
dmqq 等球
dmqu 斗门区
dmqv 斗门区
dmqz 到目前为止
dmri 等日
dmrl 等溶
dmrn 等人
dms 地面上
dmsa 澄沙
dmsd 多谋善断
dmse 等色
dmsg 等衰
dmsge 大马士革
dmsi 等死
dmsio 灯饰
dmsj 登山
dmsjo 灯伞
dmsn 等身
dmso 邓说
dmsp 登上
dmsr 多面手
dmsu 等速
dmsuu 等书
dmsv 灯穗
dmsve 地面水
dmt 多媒体
dmta 等他
dmtf 登天
dmth 登台
dmti 多面体
dmtl 等同
dmtr 灯头
dmtv 蹬腿
dmv 独门儿
dmvc 夺门而出
dmve 等额
dmvj 登岸
dmvr 道貌岸然
dmvu 独门儿
dmw 大门外
dmwh 等外
dmwn 等温
dmwu 等物
dmww 定名为
dmwz 地面卫星接收站
dmxb 灯芯
dmxc 等项
dmxd 等效
dmxf 等闲
dmxg 等米下锅
dmxs 等下
dmxt 邓选
dmxx 等些
dmxxe 动脉血
dmy 都没有
dmya 等压
dmyb 等因
dmybe 打马扬鞭
dmye 等也
dmyh 登月
dmyhe 动脉硬化
dmyho 度蜜月
dmyi 等以
dmyj 瞪眼
dmyk 等腰
dmyl 等用
dmyr 灯油
dmyt 等圆
dmyti 当面一套
dmyu 等于
dmyv 等于
dmyy 登云
dmyz 登月
dmyzo 度蜜月
dmze 等着
dmzh 登载
dmzi 凳子
dmzie 戴帽子
dmziu 等值
dmzj 灯盏
dmzje 地面站
dmzk 灯罩
dmzl 等重
dmzo 灯座
dmzp 登账
dmzr 邓州
dmzru 等揍
dmzrue 独木舟
dmzt 低迷状态
dmzu 灯烛
dmzuo 灯组
dmzuu 多民族
dmzv 灯坠
dmzvu 等罪
dnb 挡泥板
dnbd 大逆不道
dnbf 大难不死，必有后福
dnbj 挡泥板
dnbk 电脑报
dnbq 大脑半球
dnbs 大难不死
dnbu 东南部
dnc 电脑城
dncd 电脑辞典
dncm 电脑城
dncy 大年初一
dnd 多年的
dnde 当年的
dndn 大男大女
dnf 东南风
dnfm 东南风
dnfp 东南方
dnfx 东南方向
dngh 对内搞活
dngs 电脑公司
dnh 多瑙河
dnhe 多瑙河
dnhr 多年后
dnj 动脑筋
dnjb 动脑筋
dnjd 东南角
dnjde 东南郊
dnjdi 党内监督
dnji 低年级
dnjs 电脑技术
dnkc 端倪可察
dnl 多年来
dnlh 多年来
dnlq 到哪里去
dnlt 大难临头
dnm 多内码
dnma 多内码
dnmz 党内民主
dnpc 大脑皮层
dnpz 大脑皮质
dnq 多年前
dnqf 多年前
dnqi 电暖器
dnr 大男人
dnrj 电脑软件
dnrn 大男人
dns 斗牛士
dnsc 电脑市场
dnsh 党内生活
dnsi 到那时
dnsm 多年生
dnsp 大牛双拼
dnss 大年三十
dnt 电脑台
dntg 大闹天宫
dnth 电脑台
dntq 对牛弹琴
dnv 低能儿
dnvq 到哪儿去
dnvu 丹尼尔
dnvue 大女儿
dnvuee 打蔫儿
dnvueu 顶牛儿
dnvz 电脑爱好者
dnw 党内外
dnwh 党内外
dnwl 电脑网络
dnx 胆南星
dnxb 东南西北
dnxbu 多难兴邦
dnxd 东扭西荡
dnxg 胆南星
dnxl 冬暖夏凉
dnxt 电脑系统
dnxx 对那些
dny 东南亚
dnya 东南亚
dnye 大年夜
dnyh 多年以后
dnyj 大脑炎
dnyju 胆囊炎
dnyx 电脑游戏
dnz 动脑子
dnzi 动脑子
dnzm 当牛做马
dnzs 电脑知识
doba 多把
dobd 夺标
dobf 多变
dobg 多病
dobh 多摆
dobi 躲避
dobj 多半
dobk 夺宝
dobw 多倍
docc 多创
doce 多册
doch 多彩
doci 多次
dociu 多吃
docj 多产
dock 垛草
docl 多重
docm 多层
docmu 多称
docp 多长
docpu 躲藏
docr 多愁
docu 多处
docuu 多粗
doda 多大
dodd 剁掉
dode 夺得
dodf 多点
dodi 堕地
dodk 多到
dodl 多栋
dodo 多多
dodp 多党
dodt 多段
dodu 多读
dodx 多碟
dofj 多番
dofm 多封
dofn 多份
dofp 多方
dofw 多费
dogc 多广
doge 多个
dogg 多乖
dogj 多感
dogk 多高
dogl 多工
dogn 多根
dogo 躲过
dogs 多寡
dogt 夺冠
dogu 多雇
dogv 多轨
dogw 多给
doha 多哈
dohe 多喝
dohg 多坏
dohj 多汗
dohk 多好
doho 多活
dohp 多行
dohr 多厚
doht 多环
dohv 夺回
dohy 夺魂
dojb 夺金
dojc 多讲
dojd 跺脚
dojf 多见
doji 多极
dojq 多久
dojs 多家
dojx 多解
doka 多卡
dokc 夺眶
doke 多克
dokg 多快
dokh 躲开
dokj 多看
dokl 多空
dokp 多抗
dokt 多宽
dokv 多亏
dola 多啦
dolb 多鳞
dole 多了
dolf 多练
dolg 多领
dolh 多来
doli 多例
dolj 多栏
dolk 多劳
dolo 堕落
dolq 多留
dolr 堕楼
dolu 多路
dolv 多虑
dolw 多类
dolx 多列
doly 多伦
doma 多吗
domb 惰民
dome 多么
domf 多面
domg 多名
domh 多卖
domi 多米
domj 多慢
domm 多梦
domn 多门
domo 多磨
domu 夺目
domw 多枚
dona 多拿
dond 多尿
donf 多年
doni 躲你
donj 多男
donk 多瑙
donl 掇弄
donm 多能
dopf 多篇
dopg 多屏
doph 多派
dopi 掇皮
dopj 多盘
dopk 多跑
dopn 多盆
dopo 夺魄
doqd 多敲
doqg 多情
doqi 多起
doql 多穷
doqt 夺权
doqu 夺取
dori 多日
dorne 夺人
dornu 多人
dorp 躲让
dorr 多肉
doru 堕入
dosa 多傻
dose 多色
doseu 多设
dosh 多赛
doshu 多晒
dosi 多事
dosj 躲闪
dosk 多少
dosn 多深
doso 多说
dosoi 哆嗦
dosp 多上
dosr 舵手
dost 多算
dosu 多数
dosuu 多速
dosv 多岁
dosvu 多睡
dotd 多条
dote 多特
dotf 多天
dotg 多听
doth 堕胎
dotj 多谈
dotk 多套
dotl 多桶
dotp 多糖
dotr 多头
dotu 多图
dotv 多退
dotx 多萜
dovh 夺爱
dovj 多按
dovu 朵儿
dowj 多晚
down 多问
dowo 躲我
doww 多为
doxb 多心
doxc 多项
doxf 多线
doxg 惰性
doxh 多学
doxi 多细
doxl 多凶
doxs 夺下
doxt 多选
doxu 多蓄
doxx 多谢
doyb 多音
doye 多页
doyg 多赢
doyh 多月
doyi 多疑
doyj 多言
doyl 多用
doyp 多样
doyr 多有
doyt 多元
doyu 多余
doyuu 多于
doyv 多余
doyvu 多于
doyy 多云
doyz 多月
dozc 多幢
doze 躲着
dozeu 多则
dozh 躲在
dozhu 躲债
dozi 多只
doziu 多字
dozj 多咱
dozk 多找
dozku 多早
dozl 多种
dozlu 多宗
dozm 多征
dozmu 多增
dozn 多针
dozo 多作
dozp 多张
dozr 夺走
dozt 多赚
dozu 多组
dozv 多嘴
dpb 大瀑布
dpba 当把
dpbg 当兵
dpbi 当比
dpbj 当班
dpbo 荡波
dpbp 颠扑不破
dpbu 党部
dpc 电瓶车
dpca 当查
dpce 挡车
dpcee 大篷车
dpcg 打破常规
dpch 当菜
dpchi 当差
dpci 档次
dpcj 党参
dpck 当朝
dpcm 当成
dpcp 当场
dpct 打破传统
dpcu 当初
dpd 大排档
dpdd 当掉
dpddo 调皮捣蛋
dpde 党的
dpdh 当代
dpdi 当地
dpdk 挡道
dpdl 大破大立
dpdp 当当
dpdv 党对
dpdx 当爹
dpfa 党阀
dpfm 党风
dpfr 当否
dpfu 荡妇
dpfw 党费
dpfz 毒品犯罪
dpge 当个
dpgk 大盘高开
dpgo 当过
dpgp 党纲
dpgt 当官
dpgu 当顾
dpgv 当归
dpgy 党棍
dphk 当好
dphl 当红
dphm 动平衡
dphp 大排行
dpht 当换
dphv 党徽
dpjb 当今
dpjc 当将
dpjf 党建
dpji 当即
dpjio 单片机
dpjj 打破僵局
dpjl 打破记录
dpjle 打破纪录
dpjs 当家
dpju 当局
dpjv 当局
dpjx 当街
dpke 党课
dpkg 短平快
dpkh 挡开
dpkj 党刊
dpkl 当空
dpklo 道旁苦李
dpkr 档口
dpkv 党魁
dpky 当困
dpl 大批量
dplc 当量
dplce 大盘蓝筹
dpld 打破垄断
dple 当了
dplee 打破了
dpleu 多普勒
dplg 党龄
dplh 当来
dpli 党里
dpll 颠沛流离
dplm 地痞流氓
dplp 当啷
dplu 挡路
dplv 得票率
dply 谠论
dpma 当妈
dpmf 当面
dpmh 当卖
dpmn 挡门
dpna 当那
dpnb 当您
dpnc 当娘
dpnf 当年
dpni 当你
dpnu 当奴
dpnv 荡女
dpnw 党内
dppd 当票
dppg 荡平
dpph 党派
dppu 当铺
dpq 东坡区
dpqc 挡墙
dpqf 当前
dpqi 当期
dpqt 当权
dpqu 东坡区
dpqv 东坡区
dpqx 当且
dpqy 党群
dpri 当日
dprj 当然
dprn 当仁
dps 地盘上
dpsd 打破沙锅问到底
dpsi 当时
dpsm 代培生
dpsn 当身
dpsp 当上
dpsr 挡手
dpsu 当属
dpta 当他
dptf 当天
dptg 当庭
dptp 当堂
dptr 当头
dptt 党团
dptu 党徒
dpty 党屯
dpvj 档案
dpvu 当儿
dpwh 党外
dpwj 当晚
dpwt 戴盆望天
dpwu 当无
dpww 党委
dpxb 当心
dpxc 当向
dpxce 东拼西凑
dpxd 党校
dpxde 东跑西颠
dpxf 当先
dpxg 定盘星
dpxj 独辟蹊径
dpxl 当雄
dpxq 当修
dpxs 当下
dpxsu 短篇小说
dpxt 当选
