aaz AA制
dlxj 地理学家
dlxk 独立显卡
dlxs 恫吓
dlxsu 冬夏
dlxy 冬训
dlxyu 独立宣言
dlxyuo 独立学院
dlxz 洞穴
dlxze 地理学
dlxzea 动力学
dlxzi 鼎力相助
dlxzo 断了线的珠子
dlxzu 冬雪
dly 大老远
dlya 东亚
dlyb 动因
dlyd 打了一顿
dlydu 等了又等
dlye 冬夜
dlyg 东瀛
dlyge 东营
dlygu 冬令营
dlyh 冬月
dlyi 动议
dlyie 东夷
dlyiu 冬衣
dlyj 洞眼
dlyji 跌了一跤
dlyk 动摇
dlyl 动用
dlylu 冬泳
dlym 大老爷们
dlymo 道路以目
dlyp 东洋
dlype 东阳
dlyq 雕栏玉砌
dlyt 动员
dlyu 冻雨
dlyuu 独立于
dlyuue 冬雨
dlyv 冻雨
dlyvu 独立于
dlyvue 冬雨
dlyx 顿了一下
dlyxu 独立院校
dlyy 冬运
dlyyi 瞪了一眼
dlyz 冬月
dlz 顶梁柱
dlzc 冬装
dlzce 大力支持
dlzceo 栋梁之才
dlzceo 栋梁之材
dlze 动辄
dlzg 独立主格
dlzi 冬至
dlzie 东芝
dlzieu 掉链子
dlziu 等离子
dlzj 东站
dlzk 冬枣
dlzl 洞中
dlzm 东征
dlzo 动作
dlzoe 董卓
dlzr 东周
dlzs 等离子电视
dlzu 侗族
dlzuu 独龙族
dlzz 独立自主
dlzzu 独立战争
dmb 的目标
dmbc 大门不出
dmbf 等边
dmbfa 登门拜访
dmbi 等比
dmbj 盗墓笔记
dmbk 登报
dmbl 独木不成林
dmbm 大门不出二门不迈
dmbp 逗猫棒
dmbs 的目标是
dmbw 蹬被
dmc 代名词
dmca 等差
dmcd 倒霉催的
dmce 等车
dmch 灯彩
dmci 灯池
dmcie 动名词
dmck 邓超
dmcko 灯草
dmcl 电脉冲
dmco 对没错
dmcp 登场
dmcpe 大卖场
dmcpo 灯厂
dmcpu 等长
dmct 登船
dmcu 登出
dmcv 倒霉催
dmcx 大梦初醒
dmd 多么的
dmda 瞪大
dmdd 大名鼎鼎
dmdf 大鸣大放
dmdg 登顶
dmdh 等待
dmdho 灯带
dmdi 等地
dmdia 登第
dmdii 蹬地
dmdiu 等第
dmdj 倒霉蛋
dmdja 刀马旦
dmdk 等到
dmdm 多么多么
dmdmu 倒买倒卖
dmds 的目的是
dmdx 点名道姓
dmdy 大模大样
dmf 大米饭
dmfj 掉毛凤凰不如鸡
dmfm 登封
dmfn 等分
dmg 大明宫
dmgc 灯光
dmgh 等概
dmgk 登高
dmgku 等高
dmgl 等功
dmgo 等国
dmgs 对每个人来说
dmgt 灯管
dmgte 大满贯
dmgx 单模光纤
dmgxu 多模光纤
dmgy 大漠孤烟
dmh 多么好
dmhk 等号
dmho 灯火
dmhp 大明湖畔
dmhr 等候
dmhs 灯花
dmhu 大明湖
dmhv 等会
dmhvo 灯会
dmhy 打马虎眼
dmhye 大马哈鱼
dmhz 倒霉孩子
dmj 打麻将
dmjc 等奖
dmjf 淡墨惊风
dmji 登记
dmjia 登基
dmjiae 登机
dmjie 大面积
dmjio 底面积
dmjiu 等级
dmjs 等价
dmju 灯具
dmjuu 独幕剧
dmjuui 等距
dmjv 灯具
dmjvu 独幕剧
dmjvui 等距
dmjx 灯节
dmjxa 邓婕
dmk 大门口
dmkg 代码块
dmkn 邓肯
dmkt 等宽
dmktu 德谟克利特
dml 动脉瘤
dmlb 登临
dmlc 灯亮
dmlcu 等量
dmlg 瞪羚
dmlgi 当面锣对面鼓
dmlh 等来
dmll 灯笼
dmlr 登楼
dmlu 登陆
dmlua 登录
dmluo 灯路
dmm 躲猫猫
dmmi 灯谜
dmmn 登门
dmmx 灯灭
dmn 多米诺
dmni 等你
dmnii 瞪你
dmnj 多米尼加
dmnk 多米尼克
dmnp 多米诺骨牌
dmnz 独木难支
dmp 大马趴
dmpj 登攀
dmpk 灯泡
dmq 独木桥
dmqt 导盲犬
dmqz 到目前为止
dmru 登入
dms 多面手
dmse 灯色
dmsg 大马士革
dmsi 登时
dmsii 瞪视
dmsio 灯市
dmsioa 灯丝
dmsiou 灯饰
dmsiu 等死
dmsiue 等式
dmsj 登山
dmsk 打马赛克
dmsp 登上
dmsu 等速
dmsy 低眉顺眼
dmt 多媒体
dmta 灯塔
dmtf 登天
dmth 登台
dmtho 灯台
dmti 多面体
dmtl 等同
dmtp 动漫图片
dmtr 灯头
dmtv 蹬腿
dmtw 多么痛的领悟
dmvc 夺门而出
dmve 等额
dmvq 夺门而去
dmvr 道貌岸然
dmw 弹幕网
dmwh 等外
dmwn 等温
dmwo 瞪我
dmx 大明星
dmxb 灯芯
dmxbo 灯心
dmxc 灯箱
dmxd 等效
dmxdo 灯效
dmxf 等闲
dmxfa 登仙
dmxfe 大冒险
dmxh 动脉血
dmxs 等下
dmxso 灯下
dmxw 多么希望
dmxx 得民心者得天下
dmxxe 动脉血
dmxy 德玛西亚
dmxz 动脉血
dmy 都没有
dmyg 灯影
dmygo 单名一个
dmyh 登月
dmyhe 动脉硬化
dmyho 度蜜月
dmyj 瞪眼
dmyk 等腰
dmyl 都没有了
dmym 都没有什么
dmyp 的模样
dmyr 灯油
dmyru 但没有
dmyt 当面一套背后一套
dmyu 等于
dmyuo 灯语
dmyv 等于
dmyvo 灯语
dmyx 的名义下
dmyy 都没有用
dmyz 登月
dmyzo 单名一个字
dmyzoo 度蜜月
dmz 大拇指
dmze 等着
dmzei 瞪着
dmzh 登载
dmzhe 动脉粥样硬化
dmzi 凳子
dmzie 大妹子
dmziei 戴帽子
dmziu 等职
dmziuu 等值
dmzj 灯盏
dmzjo 灯展
dmzk 灯罩
dmzo 灯座
dmzr 登州
dmzru 独木舟
dmzu 灯烛
dmzuo 灯柱
dmzuoe 灯珠
dmzuu 多民族
dnb 东南部
dnbd 大逆不道
dnbf 大难不死必有后福
dnbj 挡泥板
dnbk 电脑包
dnbki 电脑报
dnbs 大难不死
dnc 电脑城
dncy 待你长发及腰
dnd 多年的
dndc 电脑电池
dnde 当年的
dndn 大男大女
dndp 多年的媳妇熬成婆
dndx 东南大学
dnf 东南风
dnfn 毒奶粉
dng 定能够
dngf 顶你个肺
dngh 对内搞活
dngj 电脑管家
dnh 的女孩
dnhe 多瑙河
dnhh 的男孩
dnhhe 大男孩
dnhr 多年后
dnj 动脑筋
dnjf 多年间
dnji 低年级
dnjp 电脑键盘
dnl 多年来
dnlf 大难临头各自飞
dnli 到哪里
dnlie 到那里
dnll 当你老了
dnlm 叼你老母
dnls 对你来说
dnlt 大难临头
dnm 电脑迷
dnmz 党内民主
dnpc 大脑皮层
dnpm 电脑屏幕
dnpp 打你屁屁
dnq 多年前
dnqi 电暖气
dnqii 电暖器
dnr 大男人
dns 到那时
dnsh 到那时候
dnsi 斗牛士
dnss 大年三十
dntg 大闹天宫
dntq 对牛弹琴
dnvy 对你而言
dnvz 电脑爱好者
dnw 逗你玩
dnwl 电脑网络
dnws 东南卫视
dnx 对那些
dnxb 东南西北
dnxbu 多难兴邦
dnxj 东挪西借
dnxl 冬暖夏凉
dnxp 多年媳妇熬成婆
dny 的那样
dnya 东南亚
dnye 大年夜
dnyh 多年以后
dnyhe 打那以后
dnyl 多年以来
dnyq 多年以前
dnyx 电脑游戏
dnz 动脑子
dnzf 带你装逼带你飞
dnzh 多年之后
dnzm 当牛做马
dnzo 电脑桌
dnzq 多年之前
dnzy 大男子主义
dob 多部
dobd 夺标
dobf 多变
dobfu 多边
dobg 多病
dobi 躲避
dobj 多半
dobju 多办
dobk 夺宝
dobu 踱步
dobuu 多部
doc 多彩
doch 多才
dochu 多彩
doci 多次
dociu 多吃
dociue 多刺
docj 多产
docju 多餐
docl 多重
docm 多层
docmu 剁成
docp 躲藏
docpu 多长
doct 多舛
docu 多出
docuu 多处
doda 多大
dodau 多达
dodaue 多打
dodd 剁掉
doddu 剁屌
dode 多得
dodee 夺得
dodeu 躲得
dodf 多点
dodk 躲到
dodo 多多
dodou 朵朵
dodp 多党
dodt 多端
dodu 多读
dofa 多发
dofn 多分
dofp 多方
dofu 多福
dog 多管
doge 多个
dogeu 多哥
dogk 多高
dogo 躲过
dogoe 夺过
dogou 多国
dogs 多寡
dogt 夺冠
dogtu 多管
dogv 多贵
dogvu 多轨
dogw 多给
doha 多哈
dohe 多喝
dohk 多好
dohp 多行
dohr 多厚
dohs 朵花
dohv 夺回
dohvu 多会
doj 多角
dojb 躲进
dojbe 夺金
dojc 多讲
dojd 跺脚
dojdu 多娇
dojdue 剁椒
dojf 多见
dojfu 多件
doji 多极
dojiu 多级
dojq 多久
dojs 多加
dojsu 多家
doju 多聚
dojv 多聚
dok 夺魁
dokg 多快
dokgu 多块
dokh 躲开
dokj 多看
dokl 多孔
dokr 垛口
dokt 多宽
doktu 多款
dokv 多亏
dokve 夺魁
dol 多路
dola 哆啦
dolc 度量
dolcu 多辆
dolcui 多量
dole 剁了
dolf 多练
dolh 夺来
doli 多礼
doliu 多例
dolo 堕落
dolu 夺路
doluu 多路
dolv 多虑
dom 夺命
doma 堕马
domf 多面
domg 多名
domge 夺命
domi 多米
domj 多慢
domm 多梦
domn 夺门
domo 多模
domp 多忙
domu 夺目
dona 咄呐
donf 多年
donj 多难
donm 多能
dopf 多篇
doq 多妻
doqc 多强
doqg 多情
doqi 多起
doqiu 多妻
doqt 夺权
doqu 夺取
doque 夺去
doqv 夺取
doqve 夺去
dor 多如
dori 多日
dorp 躲让
dorr 剁肉
doru 堕入
doruu 多如
doruuu 躲入
dos 舵手
dosc 多爽
dosi 多是
dosiu 多时
dosiue 多事
dosj 躲闪
dosk 多少
dosn 度身
doso 多说
dosoi 哆嗦
dosou 多所
dosr 多收
dosru 舵手
dosruu 多受
dosruu 剁手
dosu 多数
dosv 多岁
dosvu 剁碎
dot 多台
dotd 多条
dotf 多天
dotg 多听
doth 堕胎
dothu 多台
dothue 多态
dothuu 多肽
dotp 多糖
dotr 多头
dotu 多图
dov 朵儿
dovh 夺爱
dovu 多尔
dovuu 朵儿
dow 多晚
dowj 多万
dowju 多晚
down 多闻
doww 多位
dowwe 夺位
dowwu 多维
dox 多项
doxb 多心
doxc 多想
doxcu 多项
doxd 多小
doxg 惰性
doxgu 多行
doxs 夺下
doxt 多选
doxx 多谢
doxxu 多些
doy 躲雨
doyb 多音
doye 多页
doyg 多赢
doyh 多月
doyi 多疑
doyiu 多亿
doyiue 朵颐
doyiuo 多义
doyj 多言
doyp 多样
doyr 多有
doyt 多远
doytu 多元
doyu 多余
doyuu 多于
doyuue 多雨
doyuue 躲雨
doyv 多余
doyvu 多于
doyvue 多雨
doyvue 躲雨
doyy 多云
doyz 多月
doz 多则
doze 躲着
dozei 踱着
dozeu 多则
dozh 躲在
dozhu 多在
dozhuu 躲债
dozi 多字
doziu 多汁
doziue 多址
doziue 多指
dozl 多种
dozlu 多宗
dozm 多挣
dozo 多做
dozr 夺走
dozt 多赚
dozu 舵主
dozv 多嘴
dpb 裆部
dpbg 当兵
dpbj 挡板
dpbji 当班
dpbjia 党办
dpbk 党报
dpbp 颠扑不破
dpbu 裆部
dpbui 党部
dpc 电瓶车
dpcg 打破常规
dpch 当差
dpci 档次
dpcii 当此
dpciio 当次
dpcj 党产
dpck 当朝
dpcm 当成
dpcp 当场
dpcu 当初
dpcue 荡除
dpd 大排档
dpda 多普达
dpdd 大鹏嘚吧嘚
dpde 党的
dpdh 当代
dpdi 当地
dpdie 荡涤
dpdk 当道
dpdke 挡道
dpdl 大破大立
dpdx 当爹
dpdz 大炮打蚊子
dpf 党风
dpfm 挡风
dpfmi 党风
dpfu 荡妇
dpfw 党费
dpg 当关
dpge 当个
dpgo 当过
dpgoi 党国
dpgp 党纲
dpgt 当官
dpgti 当关
dpgu 党锢
dpgv 当归
dphl 当红
dpj 大盘鸡
dpjb 当今
dpjbi 党禁
dpjf 党建
dpjfe 挡箭
dpji 当即
dpjii 党籍
dpjiia 党纪
dpjiie 当机
dpjiiu 当季
dpjio 宕机
dpjiou 单片机
dpjm 大盘鸡拌面
dpjs 当家
dpjse 挡驾
dpju 当局
dpjv 当局
dpjx 当街
dpjxe 打平即可出线
dpjxee 打平就能出线
dpk 打扑克
dpke 党课
dpkg 短平快
dpkl 当空
dpkr 当口
dpkre 档口
dpkv 党魁
dpl 多普勒
dplc 当量
dple 当了
dplei 当乐
dplg 党龄
dpll 颠沛流离
dplm 地痞流氓
dplp 当啷
dplu 挡路
dpm 大屏幕
dpmf 当面
dpmw 党媒
dpnf 当年
dpni 当你
dpnw 党内
dpp 打屁屁
dppd 当票
dpph 党派
dppq 打乒乓球
dppu 当铺
dpq 档期
dpqf 当前
dpqg 党情
dpqi 荡起
dpqie 档期
dpqii 当其
dpqiie 当期
dpqiio 党旗
dpqj 独辟蹊径
dpqt 当权
dpqy 党群
dpr 荡然
dpri 当日
dprj 当然
dprje 荡然
dprn 党人
dps 当数
dpsd 打破沙锅问到底
dpsde 打破砂锅问到底
dpsdee 打破沙锅璺到底
dpsg 打破砂锅
dpsge 打破沙锅
dpsi 当时
dpsii 当事
dpsiie 当世
dpsiii 党史
dpsn 党参
dpsu 当属
dpsui 当数
dpt 打喷嚏
dpta 当他
dptai 当它
dptf 当天
dptg 当庭
dptp 当堂
dptr 当头
dptt 党团
dptu 党徒
dptv 当推
dpty 东鹏特饮
dpvj 档案
dpvz 大胖儿子
dpw 肚皮舞
dpwd 敌疲我打
dpwh 党外
dpwj 当晚
dpwo 当我
dpwu 党务
dpwui 当务
dpww 党委
dpwwe 档位
dpwweu 挡位
dpx 地平线
dpxb 当心
dpxc 党项
dpxce 东拼西凑
dpxd 党校
dpxde 东跑西颠
dpxf 当先
dpxg 党性
dpxgo 定盘星
dpxs 当下
dpxsu 短篇小说
dpxt 当选
dpxz 大胖小子
dpy 的朋友
dpye 当夜
dpyh 当月
dpyj 跌破眼镜
dpyp 荡漾
dpyt 党员
dpyu 党羽
dpyue 挡雨
dpyv 党羽
dpyve 挡雨
dpyz 当月
dpz 党争
dpze 当着
dpzee 挡着
dpzh 挡在
dpzi 当值
dpzie 档子
dpzj 当斩
dpzl 当中
dpzli 当众
dpzm 党政
dpzmi 当政
dpzmiu 党争
dpzn 当真
dpzo 当作
dpzoi 当做
dpzp 党章
dpzr 荡舟
dpzu 挡住
dpzui 党组
dqb 的区别
dqbq 点起笔区
dqbr 刀枪不入
dqbz 底气不足
dqc 大气层
dqcl 冬去春来
dqcr 丢丑
dqcy 地球村
dqd 当前的
dqdd 丢掉
dqde 短期的
dqdg 大秦帝国
dqdk 多渠道
dqdl 大起大落
dqdle 大权独揽
dqdt 丢段
dqdz 点球大战
dqfn 丢分
dqgc 丢光
dqgw 丢给
dqgx 党群关系
dqh 大气候
dqhc 荡气回肠
dqhy 丢魂
dqjb 丢进
dqjbu 丢尽
dqjd 当且仅当
dqjj 踮起脚尖
dqjja 刀枪剑戟
dqjs 打起精神
dqjsu 的确就是
dqjt 单亲家庭
dqk 的情况
dqks 的情况是
dqkx 的情况下
dql 的确良
dqle 丢了
dqlf 丢脸
dqly 当前利益
dqmg 丢命
dqmq 打情骂俏
dqn 短期内
dqp 当权派
dqpb 大气磅礴
dqpl 大权旁落
dqple 搭桥铺路
dqplo 道歉赔礼
dqpm 单枪匹马
dqq 荡秋千
dqqf 丢钱
dqqh 丢却
dqqi 丢弃
dqqx 搭桥牵线
dqqz 丢却
dqr 地球人
dqrc 的确如此
dqrd 地球人都知道
dqrn 丢人
dqrv 段祺瑞
dqrz 大巧若拙
dqs 的确是
dqsg 的确是个
dqsi 丢失
dqsie 大趋势
dqsj 大千世界
dqsp 地球上
dqsy 大千世界无奇不有
dqsz 底气十足
dqt 大前提
dqtf 大前天
dqth 盗窃团伙
dqtl 打气筒
dqtx 的前提下
dqwc 大清王朝
dqwce 大器晚成
dqwg 但求无过
dqwr 敌强我弱
dqwre 大气污染
dqwx 地球卫星
dqx 地区性
dqxh 单曲循环
dqxs 丢下
dqxx 的情形下
dqy 大企业
dqya 大气压
dqyi 地球仪
dqyj 肚脐眼
dqyt 大庆油田
dqz 大清早
dqzb 多情自古伤离别
dqzh 丢在
dqzi 兜圈子
dqzn 丢帧
dqzv 盗窃罪
dqzw 大权在握
drb 当然不
drbf 陡变
drbg 豆饼
drbge 大人不记小人过
drbh 斗败
drbhi 当然不会
drbi 都比
drbia 陡壁
drbie 逗比
drbiee 逗逼
drbj 豆瓣
drbk 豆包
drbl 打人不打脸
drbn 当然不能
drbr 当仁不让
drbs 当然不是
drbu 都不
drby 当然不用
drc 单人床
drci 豆豉
drcj 抖颤
drcm 都曾
drcu 抖出
drcz 淡然处之
drda 豆大
drdc 淡入淡出
drdf 逗点
drdg 豆丁
drdi 兜底
drdj 斗胆
drdk 都到
drdl 都懂
drdle 抖动
drdr 痘痘
drdu 熟读
drdw 都得
drdy 大仁大义
drf 大润发
drfa 斗法
drfm 兜风
drfn 豆粉
drfp 斗方
drfs 大润发超市
drfu 豆腐
drg 但如果
drgg 都怪
drgh 洞若观火
drgn 逗哏
drgp 大染缸
drgs 但如果是
drgw 都给
drh 逗号
drhh 都还
drhk 都好
drhke 逗号
drhn 都很
drhs 豆花
drht 都还
drhv 都会
drj 狄仁杰
drjc 都将
drjca 陡降
drjce 豆浆
drjd 豆角
drji 斗鸡
drjj 断然拒绝
drjp 电容键盘
drjq 斗酒
drjs 豆荚
drjw 待人接物
drjy 陡峻
drk 痘坑
drkg 都快
drkm 痘坑
drkmu 遁入空门
drkr 豆蔻
drky 当然可以
drl 当然了
drle 逗乐
drlee 打扰了
drlg 都灵
drli 兜里
drlio 斗笠
drlj 兜揽
drlo 抖落
drlq 逗留
drlu 抖露
drlw 豆类
drm 抖M
drm 抖M
drmd 豆苗
drmj 呆若木鸡
drmw 都没
drmy 当然没有
drnh 豆奶
drnl 逗弄
drnm 都能
drnmu 多如牛毛
drnq 斗牛
drp 单人旁
drpg 电容屏
drpi 豆皮
drpm 斗篷
drpo 陡坡
drpoe 豆粕
drq 电热器
drqd 陡峭
drqi 斗气
drqii 电容器
drqt 兜圈
drqu 逗趣
drqv 逗趣
drqw 堕入情网
drr 逗人
drrj 陡然
drrn 逗人
drrno 度日如年
drrp 都让
drrr 得饶人处且饶人
drs 当然是
drsa 豆沙
drsg 代人受过
drsh 电热水壶
drshe 夺人所好
drsi 都是
drsia 陡势
drsie 逗死
drsio 斗士
drsioo 斗室
drsl 当然是选择原谅她了
drsm 陡升
drso 都说
drsq 电热水器
drsr 都受
drsre 抖擞
drsrea 都收
drsru 兜售
drst 当然是选择原谅她
drsv 当然是啊
drt 电热毯
drtt 动如脱兔
drtte 动若脱兔
drtu 斗图
drtv 抖腿
drve 窦娥
drvr 斗殴
drw 大人物
drwc 荡然无存
drwk 吊人胃口
drwq 敌弱我强
drwu 斗舞
drwuu 多任务
drww 窦唯
drwwe 都认为
drwwee 都未
drx 得人心
drxc 都想
drxce 都像
drxd 逗笑
drxf 动人心肺
drxg 都行
drxp 动人心魄
drxpe 夺人心魄
drxx 动人心弦
drxy 丢人现眼
dry 当然要
drya 豆芽
dryaa 陡崖
dryb 逗引
drybe 抖音
drybo 痘印
dryd 低人一等
dryg 都应
dryk 都要
dryl 斗勇
dryle 大人有大量
dryr 都有
dryre 豆油
dryu 斗鱼
dryv 斗鱼
dryw 当然因为
drz 的日子
drza 豆渣
drzd 当然知道
drzdu 待人之道
drzh 都在
drzi 豆子
drzie 豆汁
drzio 斗志
drziou 斗智
drzl 的日子里
drzm 斗争
drzma 陡增
drzme 达人知命
drzn 抖震
drzt 兜转
drzta 陡转
drzv 斗嘴
drzz 淡然置之
dsb 大手笔
dsbb 读书百遍
dsbf 第三部分
dsbh 大事不好
dsbi 大傻逼
dsbj 读书笔记
dsbju 第三版
dsbk 都市报
dsbka 屌丝不哭
dsbki 电视报
dsbl 滴水不漏
dsbla 屌丝不哭站起来撸
dsbm 大事不妙
dsbr 对事不对人
dsbu 第三步
dsbx 杜尚别
dsc 第三次
dscb 滴水成冰
dscbu 得失成败
dscbuu 得失参半
dsci 多少次
dscj 点石成金
dscje 大生产
dscm 大水冲了龙王庙
dscs 滴水穿石
dscu 大扫除
dscy 第三产业
dscz 第三次世界大战
dsczo 单手操作
dsd 当时的
dsdc 打蛇打七寸
dsde 多少的
dsdf 大是大非
dsdfu 代售点
dsdfue 第三点
dsdfui 多少地方
dsdg 第三帝国
dsdge 丁是丁
dsdgo 订书钉
dsdh 第三代
dsdhe 掉书袋
dsdj 动手动脚
dsdje 大手大脚
dsdk 多声道
dsdke 到手刀
dsdl 大树底下好乘凉
dsdlo 定食定量
dsdm 丁是丁卯是卯
dsdp 大扫荡
dsdq 嗲声嗲气
dsds 颠三倒四
dsdsu 多少多少
dsdu 的速度
dsdx 多少东西
dsdy 倒数第一
dsf 大师傅
dsfj 大煞风景
dsfp 第三方
dsfy 都是浮云
dsg 第三个
dsge 多少个
dsgeu 第四个
dsgj 第三国际
dsgr 单身狗
dsgt 大使馆
dsgtu 第三个问题
dsgv 吊死鬼
dsgw 电视购物
dsgy 第四官员
dsgz 单身贵族
dsgzi 电视观众
dsh 到时候
dshe 代数和
dshh 刀山火海
dshj 单身汉
dshje 到时候见
dshju 箪食壶浆
dshn 的时候呢
dsho 的生活
dshr 的时候
dshs 到时候再说
dshu 淡水湖
dshv 董事会
dshx 大事化小
dshy 大受欢迎
dshz 电视盒子
dsj 电视剧
dsjd 第四季度
dsjdi 电视剧频道
dsjdu 第三季度
dsjf 短时间
dsjh 大声疾呼
dsji 电视机
dsjie 大事记
dsjio 订书机
dsjiu 第四纪
dsjl 的世界里
dsjm 电视节目
dsjn 短时间内
dsjq 电视机前
dsjqe 大厦将倾
dsjs 抖擞精神
dsjt 电视镜头
dsju 大数据
dsjue 地税局
dsjv 大数据
dsjve 地税局
dsjx 的世界
dsk 的时刻
dskb 读书看报
dske 迪斯科
dskf 独守空房
dsky 都是可以
dskye 地势坤
dskyu 但是可以
dsl 大森林
dslj 电视连续剧
dslje 都是垃圾
dslm 电闪雷鸣
dsls 丢三落四
dsm 的什么
dsmc 定时脉冲
dsmf 大世面
dsmg 第三名
dsmh 大甩卖
dsmn 大嗓门
dsmo 大沙漠
dsmx 电视明星
dsmy 但是没有
dsn 多少年
dsne 但是呢
dsni 迪斯尼
dsnii 迪士尼
dsnj 大伤脑筋
dsnl 多少年来
dsnm 都是那么
dsnq 多少年前
dsns 屌丝男士
dsnv 独生女
dsp 打水漂
dspd 电视频道
dspf 电视片
dspg 低水平
dsph 多数派
dspj 读书破万卷
dspm 电视屏幕
dspy 箪食瓢饮
dsq 的事情
dsqc 打手枪
dsqce 毒鼠强
dsqf 多少钱
dsqi 大杀器
dsqio 定时器
dsqioa 订书器
dsqioo 斗兽棋
dsqiu 短时期
dsqk 多数情况
dsqs 独善其身
dsqv 打是亲骂是爱
dsqz 的事情中
dsr 多少人
dsrc 都是如此
dsrcu 第三人称
dsrg 但是如果
dsrn 当事人
dsrno 读书人
dsrnu 多数人
dsru 低收入
dss 电视上
dssh 多数时候
dssi 打手势
dssii 当是时
dssiu 代数式
dssj 多少时间
dssju 第三世界
dssjue 第三世界国家
dssm 都是什么
dssme 东三省
dssq 大势所趋
dssqu 多少事情
dsss 单身宿舍
dsssu 多斯桑托斯
dssu 动手术
dssw 大失所望
dst 电视台
dsta 电视塔
dstf 第三天
dstfu 多少天
dstq 丹书铁券
dstr 大舌头
dsts 大书特书
dstt 第三条腿
dstx 大赦天下
dsw 第三位
dswl 逗死我了
dswli 当时我就震惊了
dswlii 当时我就震精了
dswm 但是我们
dswp 电视网
dsws 打扫卫生
dswsi 当世无双
dswt 都是问题
dsww 第四位
dswy 多说无益
dsx 大师兄
dsxc 大肆宣传
dsxh 代数学
dsxi 对手戏
dsxl 大湿胸
dsxp 东施效颦
dsxq 低声下气
dsxqe 大事小情
dsxs 低三下四
dsxt 屌丝心态
dsxw 电视新闻
dsxz 但是现在
dsxzu 代数学
dsy 的声音
dsyd 多少有点
dsye 大少爷
dsyg 都是一个
dsyj 但是已经
dsyq 大势已去
dsyqe 大伤元气
dsyw 都是因为
dsywa 对私业务
dsywu 但是因为
dsyx 多少有些
dsyxe 都是一些
dsyy 都是一样
dsyz 都是一种
dsyzu 独树一帜
dsz 董事长
dszb 电视转播
dszbi 电视直播
dszd 定时炸弹
dsze 第三者
dszg 但是这个
dszh 得失之患
dszha 对私账户
dszi 独生子
dszie 大嫂子
dszl 第三种
dszlu 多少种
dszn 独生子女
dszno 订书针
dszo 动手做
dszp 第三章
dszpu 第四章
dszq 东山再起
dszqu 多事之秋
dszs 当是之时
dszv 滴水之恩
dszy 都是这样
dszyu 但是只有
dtb 大踏步
dtbd 动弹不得
dtbf 短辫
dtbh 当头棒喝
dtbi 断臂
dtbio 断壁
dtbj 短板
dtbji 跌停板
